2.440000,2.417500,2.406250,2.406250,2.406250,2.404844,2.404844,2.404844,2.404844,2.404844,2.404844,2.404844,2.404833,2.404827,2.404827,2.404826,2.404826,
5.500001,5.500001,5.511251,5.516876,5.519689,5.519689,5.519689,5.520040,5.520040,5.520040,5.520040,5.520062,5.520073,5.520073,5.520076,5.520077,5.520078,
8.695006,8.672506,8.661257,8.655632,8.655632,8.654225,8.654225,8.653873,8.653873,8.653786,8.653742,8.653742,8.653730,8.653730,8.653730,8.653729,8.653728,
